                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    142,                0.56777,                0.30145,                0.79524,                0.97479,                0.79024,                0.89571,                0.77038,                0.41394,                0.25972,                0.79044,               0.005347,               0.005347,               0.005347
                    143,                0.57178,                0.29668,                0.80355,                0.97546,                0.78537,                0.88952,                0.76407,                0.40472,                0.25816,                0.78779,               0.005314,               0.005314,               0.005314
                    144,                0.57603,                0.29615,                0.80229,                0.97674,                0.78293,                0.88772,                0.76519,                0.38439,                0.26148,                0.78482,               0.005281,               0.005281,               0.005281
                    145,                0.56131,                0.28779,                0.79578,                0.96974,                0.78169,                0.88622,                0.76346,                 0.4009,                0.27784,                0.78632,               0.005248,               0.005248,               0.005248
                    146,                0.55666,                0.28945,                 0.7972,                0.97436,                0.78537,                0.88196,                0.75355,                0.40109,                0.27979,                 0.7877,               0.005215,               0.005215,               0.005215
                    147,                0.57024,                0.29348,                0.80037,                 0.9705,                 0.7939,                0.89899,                0.76246,                 0.3977,                0.28681,                0.78742,               0.005182,               0.005182,               0.005182
                    148,                 0.5581,                0.29102,                0.80394,                0.96562,                0.79512,                0.89475,                0.75524,                0.40345,                0.28658,                0.78673,               0.005149,               0.005149,               0.005149
                    149,                0.56242,                0.29405,                0.80117,                0.97214,                0.78659,                0.88615,                0.74875,                0.40716,                0.27596,                0.78895,               0.005116,               0.005116,               0.005116
                    150,                0.57724,                0.29361,                0.80136,                0.96008,                0.79195,                0.89645,                0.75392,                0.39294,                 0.2665,                0.78903,               0.005083,               0.005083,               0.005083
                    151,                 0.5514,                0.28827,                0.80266,                0.97865,                0.79512,                0.90239,                0.77172,                0.38859,                0.27032,                0.78864,                0.00505,                0.00505,                0.00505
                    152,                0.55441,                0.28712,                0.80221,                0.97684,                0.79146,                0.89373,                0.76668,                0.39161,                0.26833,                0.78489,               0.005017,               0.005017,               0.005017
                    153,                0.56397,                0.28701,                0.79675,                0.97014,                 0.7925,                0.89127,                0.76547,                0.39763,                0.26701,                0.78764,               0.004984,               0.004984,               0.004984
                    154,                0.55493,                0.28799,                0.79757,                0.97904,                 0.7974,                0.89321,                0.76774,                0.39022,                0.27646,                0.78581,               0.004951,               0.004951,               0.004951
                    155,                0.55561,                0.28476,                0.79634,                0.96436,                0.79206,                0.88846,                0.76221,                0.39751,                0.27042,                0.78578,               0.004918,               0.004918,               0.004918
                    156,                0.56127,                0.29273,                0.80068,                0.97527,                0.79512,                0.90324,                0.77254,                0.38638,                0.25557,                0.78753,               0.004885,               0.004885,               0.004885
                    157,                0.57309,                0.29388,                 0.8012,                0.97344,                0.79024,                0.89223,                0.77163,                0.36907,                0.24971,                0.78668,               0.004852,               0.004852,               0.004852
                    158,                0.54485,                0.28374,                0.79792,                 0.9689,                 0.7878,                 0.8934,                0.76793,                0.37925,                0.27028,                0.78649,               0.004819,               0.004819,               0.004819
                    159,                0.56631,                0.29262,                0.79978,                0.96737,                0.79544,                0.89865,                0.76992,                0.38884,                0.26847,                0.78568,               0.004786,               0.004786,               0.004786
                    160,                0.55509,                0.28607,                0.79672,                0.97163,                0.78902,                0.89502,                0.77348,                0.37596,                 0.2548,                0.78668,               0.004753,               0.004753,               0.004753
                    161,                0.53748,                0.27991,                0.79202,                0.98191,                0.79446,                0.90846,                0.77877,                 0.3671,                0.25836,                0.78708,                0.00472,                0.00472,                0.00472
